patient_id,failed_login_rate,request_rate,total_records_accessed,unique_endpoints,endpoint_discovery_count,suspicious_download_count,data_export_count,privilege_escalation_count,device_change_count,night_activity_count,error_rate,anomalous_event_count,unique_sessions,unique_devices,average_response_time_ms,behavior_class,is_anomalous
TRAIN_P0044,0.0376,0.0206,126,9,0,0,0,0,0,7,0.0168,0,5,1,347.35,NORMAL,0
TRAIN_P0088,0.0182,0.0282,119,9,0,1,0,0,1,33,0.0137,0,5,1,416.28,NORMAL,0
TRAIN_P1457,0.0228,0.0231,128,10,0,0,0,0,0,12,0.0105,0,5,1,307.65,NORMAL,0
TRAIN_P3064,0.08,0.0863,1261,12,5,1,0,0,1,50,0.0569,10,9,3,849.07,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1847,0.0512,0.0233,186,8,0,0,0,0,0,29,0.0138,0,3,1,445.11,NORMAL,0
TRAIN_P0562,0.0366,0.023,204,9,0,0,0,0,0,27,0.0132,0,4,1,387.91,NORMAL,0
TRAIN_P0283,0.0601,0.0165,180,10,1,0,0,0,0,29,0.0231,0,1,1,383.75,NORMAL,0
TRAIN_P1079,0.0405,0.0208,145,7,0,0,0,0,0,25,0.0238,0,4,1,339.0,NORMAL,0
TRAIN_P1422,0.0805,0.0195,132,8,0,0,0,0,0,23,0.0262,0,2,1,527.94,NORMAL,0
TRAIN_P3476,0.0626,0.1037,1510,12,3,3,0,6,5,63,0.0715,28,10,3,629.27,PRIVILEGE_ABUSE,1
TRAIN_P3416,0.1201,0.1115,1990,13,3,0,1,5,6,61,0.01,33,10,5,560.55,PRIVILEGE_ABUSE,1
TRAIN_P1399,0.0679,0.0096,181,6,0,0,0,0,0,27,0.01,0,3,1,303.58,NORMAL,0
TRAIN_P0466,0.0375,0.023,132,12,0,0,0,0,0,35,0.0156,0,3,1,406.08,NORMAL,0
TRAIN_P1048,0.0089,0.025,89,9,0,0,0,0,0,41,0.0119,0,4,1,450.17,NORMAL,0
TRAIN_P2541,0.073,0.0802,307,20,6,0,0,0,0,48,0.0602,10,7,1,427.88,RECONNAISSANCE,1
TRAIN_P0860,0.036,0.0237,150,12,2,0,0,0,0,19,0.0194,0,3,1,445.23,NORMAL,0
TRAIN_P0534,0.0115,0.0209,71,6,0,0,0,0,0,18,0.0178,0,3,1,289.88,NORMAL,0
TRAIN_P1652,0.0206,0.0228,144,6,0,0,0,0,0,23,0.0203,0,2,1,280.63,NORMAL,0
TRAIN_P2934,0.0905,0.0863,2343,11,1,2,0,0,1,56,0.0107,17,6,3,679.31,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2067,0.0474,0.0229,126,7,0,0,0,0,0,24,0.0096,0,4,1,519.59,NORMAL,0
TRAIN_P3272,0.0827,0.1182,2858,11,2,6,8,0,3,55,0.0403,35,8,2,659.74,DATA_EXFILTRATION,1
TRAIN_P2819,0.0073,0.0643,2125,12,3,1,0,0,1,49,0.0607,20,6,2,377.56,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3274,0.0598,0.1039,3219,15,1,10,8,0,2,55,0.0364,27,7,3,572.4,DATA_EXFILTRATION,1
TRAIN_P2628,0.0393,0.0635,286,13,5,0,0,0,1,27,0.1185,12,8,1,474.34,RECONNAISSANCE,1
TRAIN_P2539,0.118,0.0636,234,13,8,0,0,0,3,36,0.0906,17,5,2,667.59,RECONNAISSANCE,1
TRAIN_P2551,0.0493,0.0589,182,15,4,0,0,0,2,54,0.0853,9,6,1,548.31,RECONNAISSANCE,1
TRAIN_P3546,0.0558,0.0657,917,10,3,1,0,7,5,59,0.0788,16,11,4,463.87,PRIVILEGE_ABUSE,1
TRAIN_P2093,0.0354,0.0192,140,8,0,0,0,0,0,36,0.0091,0,3,1,409.94,NORMAL,0
TRAIN_P3013,0.0775,0.0985,2822,11,5,1,1,0,2,53,0.0442,12,3,2,474.35,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1345,0.0624,0.021,181,9,0,0,0,0,0,23,0.0112,0,5,2,419.85,NORMAL,0
TRAIN_P0904,0.0337,0.0266,143,7,0,0,0,0,1,19,0.0119,0,1,1,497.66,NORMAL,0
TRAIN_P0638,0.0075,0.0264,150,10,0,1,0,0,0,35,0.0153,0,4,1,455.73,NORMAL,0
TRAIN_P3131,0.0556,0.1209,2535,13,3,9,7,0,1,59,0.0232,27,7,3,597.96,DATA_EXFILTRATION,1
TRAIN_P3078,0.0361,0.0919,2002,17,0,0,0,0,0,61,0.067,23,7,2,507.24,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3401,0.0237,0.1142,1711,11,3,3,0,3,3,51,0.1013,30,10,2,412.19,PRIVILEGE_ABUSE,1
TRAIN_P3170,0.0684,0.1152,2710,16,1,17,9,0,2,77,0.0539,38,8,4,388.58,DATA_EXFILTRATION,1
TRAIN_P0943,0.0284,0.0199,188,9,0,0,0,0,0,15,0.0185,0,5,1,373.65,NORMAL,0
TRAIN_P3459,0.1139,0.0924,1476,15,0,0,0,6,2,45,0.0773,19,5,5,533.34,PRIVILEGE_ABUSE,1
TRAIN_P1135,0.0458,0.0266,139,7,0,0,0,0,0,31,0.0143,0,2,1,415.98,NORMAL,0
TRAIN_P1949,0.0226,0.0172,161,8,1,0,0,0,0,5,0.012,0,4,1,201.47,NORMAL,0
TRAIN_P2901,0.0331,0.0776,1961,15,2,1,0,0,0,60,0.0112,13,10,5,582.41,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0888,0.0476,0.0229,119,11,0,0,0,0,0,28,0.0162,0,3,1,382.13,NORMAL,0
TRAIN_P3414,0.1094,0.0788,1631,14,3,0,2,6,6,64,0.0777,14,10,4,452.97,PRIVILEGE_ABUSE,1
TRAIN_P0686,0.0297,0.0245,200,10,0,0,0,0,0,28,0.0049,0,3,1,262.65,NORMAL,0
TRAIN_P2014,0.0105,0.0182,190,9,0,0,0,0,0,12,0.009,0,6,1,414.6,NORMAL,0
TRAIN_P0790,0.0604,0.0135,142,10,0,0,0,0,0,15,0.0142,0,4,1,373.15,NORMAL,0
TRAIN_P1898,0.051,0.0144,188,9,1,0,0,0,0,25,0.0149,0,2,1,348.84,NORMAL,0
TRAIN_P1165,0.0611,0.0183,111,9,0,0,0,0,0,13,0.0291,0,4,1,291.71,NORMAL,0
TRAIN_P1201,0.0299,0.0327,210,8,0,0,0,0,0,30,0.0103,0,4,1,512.37,NORMAL,0
TRAIN_P2772,0.0575,0.1067,1877,13,3,0,0,0,0,36,0.0382,22,6,2,424.2,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3463,0.0838,0.0834,900,11,3,0,2,8,5,53,0.0577,25,6,3,574.89,PRIVILEGE_ABUSE,1
TRAIN_P1819,0.0645,0.0169,142,9,0,0,0,0,0,34,0.0151,0,3,1,337.1,NORMAL,0
TRAIN_P0273,0.0422,0.0225,113,10,0,0,0,0,0,29,0.0202,0,4,1,376.15,NORMAL,0
TRAIN_P1468,0.0119,0.0184,148,10,0,0,0,0,0,25,0.0164,0,2,1,451.14,NORMAL,0
TRAIN_P0522,0.0421,0.0195,130,9,0,0,0,0,0,26,0.0146,1,5,1,442.15,NORMAL,0
TRAIN_P0523,0.0085,0.0204,169,8,0,0,0,0,0,14,0.0161,0,1,1,324.39,NORMAL,0
TRAIN_P1845,0.0556,0.0255,184,7,1,0,0,0,0,27,0.0192,0,3,1,369.96,NORMAL,0
TRAIN_P0351,0.057,0.0221,154,9,0,0,0,0,0,35,0.0177,0,4,1,415.99,NORMAL,0
TRAIN_P1323,0.0625,0.0196,131,9,2,0,0,0,0,18,0.0158,1,2,1,416.7,NORMAL,0
TRAIN_P3391,0.1319,0.068,1657,12,2,1,1,6,5,71,0.1066,12,8,4,516.85,PRIVILEGE_ABUSE,1
TRAIN_P2808,0.0566,0.0822,2359,14,2,1,0,0,1,46,0.0538,22,8,2,310.8,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1262,0.0,0.0269,130,11,0,0,0,0,0,25,0.012,0,5,1,532.14,NORMAL,0
TRAIN_P0652,0.0518,0.0142,164,9,1,0,0,0,0,15,0.007,0,3,1,363.53,NORMAL,0
TRAIN_P2214,0.4502,0.0729,178,13,1,0,0,0,0,41,0.3612,11,6,1,455.64,BRUTE_FORCE,1
TRAIN_P3102,0.06,0.1108,2600,10,0,12,8,0,3,70,0.0526,15,8,2,778.47,DATA_EXFILTRATION,1
TRAIN_P3334,0.0603,0.0967,2994,17,4,12,4,0,2,61,0.0429,35,4,4,677.35,DATA_EXFILTRATION,1
TRAIN_P1877,0.0496,0.0249,109,8,1,0,0,0,0,13,0.0202,0,4,1,276.75,NORMAL,0
TRAIN_P1603,0.0095,0.0221,147,10,0,0,0,0,0,25,0.0147,0,4,1,394.97,NORMAL,0
TRAIN_P2044,0.0391,0.0161,149,10,0,0,0,0,0,10,0.011,0,4,1,324.0,NORMAL,0
TRAIN_P1585,0.0192,0.0143,141,7,2,0,0,0,0,32,0.0135,0,3,1,311.03,NORMAL,0
TRAIN_P0169,0.0359,0.0167,123,8,0,0,0,0,0,27,0.0132,0,5,1,298.79,NORMAL,0
TRAIN_P3339,0.0459,0.1011,3272,12,2,10,8,0,2,52,0.0581,43,10,3,604.77,DATA_EXFILTRATION,1
TRAIN_P0963,0.0263,0.0182,134,8,0,0,0,0,0,34,0.026,0,3,1,483.21,NORMAL,0
TRAIN_P0946,0.0192,0.0234,163,9,0,0,0,0,0,31,0.0075,1,5,1,432.98,NORMAL,0
TRAIN_P0463,0.065,0.0208,175,9,0,0,0,0,0,34,0.017,0,4,1,325.75,NORMAL,0
TRAIN_P3444,0.1633,0.0553,1211,16,4,1,1,5,5,49,0.065,27,7,3,414.67,PRIVILEGE_ABUSE,1
TRAIN_P0329,0.0241,0.0207,141,7,0,0,0,0,0,23,0.0172,0,4,1,424.67,NORMAL,0
TRAIN_P1508,0.0154,0.0216,147,8,0,0,0,0,0,24,0.0115,0,4,1,368.08,NORMAL,0
TRAIN_P2025,0.0648,0.0235,68,8,1,0,0,0,0,28,0.0159,0,2,1,271.84,NORMAL,0
TRAIN_P0368,0.0111,0.0176,146,9,0,0,0,0,0,23,0.014,0,3,1,389.89,NORMAL,0
TRAIN_P3110,0.0778,0.0716,2924,12,1,11,6,0,3,56,0.0294,36,11,4,709.28,DATA_EXFILTRATION,1
TRAIN_P3407,0.0875,0.0722,900,13,2,4,1,5,3,57,0.0687,18,7,4,378.01,PRIVILEGE_ABUSE,1
TRAIN_P2985,0.0589,0.0915,2307,12,3,1,0,0,2,41,0.0446,10,4,2,603.34,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1426,0.0519,0.0162,191,12,0,0,0,0,0,26,0.0194,0,4,1,376.21,NORMAL,0
TRAIN_P0773,0.0663,0.0173,142,9,0,0,0,0,0,11,0.0202,0,1,1,446.6,NORMAL,0
TRAIN_P2293,0.5184,0.0747,211,9,0,0,0,0,0,61,0.2774,6,6,1,480.61,BRUTE_FORCE,1
TRAIN_P3222,0.0782,0.1134,3529,11,1,16,7,0,2,52,0.0376,35,8,3,520.08,DATA_EXFILTRATION,1
TRAIN_P2836,0.0877,0.0994,2628,11,2,0,0,0,1,46,0.058,15,7,2,411.54,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0499,0.0406,0.0222,139,6,0,0,0,0,0,14,0.0172,0,5,1,440.4,NORMAL,0
TRAIN_P1235,0.0399,0.0264,173,11,0,0,0,0,0,36,0.01,1,4,1,421.89,NORMAL,0
TRAIN_P0436,0.0304,0.0144,229,7,0,0,0,0,0,31,0.0252,0,5,1,322.08,NORMAL,0
TRAIN_P0366,0.0544,0.0192,124,11,0,0,0,0,0,30,0.0068,0,2,1,438.53,NORMAL,0
TRAIN_P3412,0.0852,0.1031,1931,17,4,1,1,8,2,59,0.1178,21,11,3,534.21,PRIVILEGE_ABUSE,1
TRAIN_P0277,0.0641,0.0169,85,9,0,0,0,0,0,22,0.0272,0,3,1,254.57,NORMAL,0
TRAIN_P3050,0.058,0.0791,2000,12,3,1,0,0,2,57,0.0402,21,7,2,636.19,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1992,0.0,0.0221,156,8,0,0,0,0,0,22,0.0158,0,3,1,358.93,NORMAL,0
TRAIN_P3419,0.0749,0.0996,1722,19,4,1,1,3,1,55,0.0804,33,5,3,606.48,PRIVILEGE_ABUSE,1
TRAIN_P0408,0.0231,0.0246,136,8,1,0,0,0,0,34,0.0125,0,4,1,384.89,NORMAL,0
TRAIN_P1538,0.0,0.0204,185,8,1,0,0,0,0,23,0.0188,0,3,2,305.49,NORMAL,0
TRAIN_P1092,0.0569,0.0227,115,8,2,0,0,0,0,35,0.0111,0,1,1,520.72,NORMAL,0
TRAIN_P0845,0.0237,0.0162,162,7,0,0,0,0,0,24,0.0134,0,2,1,378.33,NORMAL,0
TRAIN_P1566,0.0469,0.0161,179,9,0,0,0,0,0,25,0.0154,0,5,1,387.02,NORMAL,0
TRAIN_P2597,0.1049,0.0775,195,16,9,0,0,0,1,58,0.0577,6,7,1,597.3,RECONNAISSANCE,1
TRAIN_P1757,0.0578,0.0214,150,11,0,0,0,0,0,18,0.0158,0,3,2,462.8,NORMAL,0
TRAIN_P1259,0.0087,0.0238,130,4,0,0,0,0,0,16,0.0175,0,3,1,335.33,NORMAL,0
TRAIN_P1675,0.0369,0.0218,141,8,1,0,0,0,0,45,0.0202,0,5,1,379.78,NORMAL,0
TRAIN_P1424,0.0678,0.0184,111,11,0,0,0,0,0,24,0.0084,0,3,1,372.06,NORMAL,0
TRAIN_P1340,0.0195,0.0201,96,8,0,0,0,0,0,18,0.0147,0,4,1,285.88,NORMAL,0
TRAIN_P2020,0.0485,0.0127,174,10,0,0,0,0,0,32,0.0189,0,4,2,390.09,NORMAL,0
TRAIN_P2733,0.092,0.0736,388,16,8,0,0,0,0,48,0.1259,13,7,1,665.92,RECONNAISSANCE,1
TRAIN_P1963,0.0564,0.0178,176,8,1,0,0,0,0,35,0.0132,0,5,1,279.24,NORMAL,0
TRAIN_P0945,0.0205,0.0142,193,7,0,0,0,0,0,19,0.0173,0,1,1,358.97,NORMAL,0
TRAIN_P0200,0.0487,0.016,131,7,1,0,0,0,0,24,0.0112,0,5,1,459.75,NORMAL,0
TRAIN_P3388,0.069,0.072,1443,17,2,3,1,9,2,63,0.0577,7,11,3,635.87,PRIVILEGE_ABUSE,1
TRAIN_P1321,0.0178,0.0183,127,9,0,0,0,0,0,32,0.0179,0,4,1,530.63,NORMAL,0
TRAIN_P0802,0.02,0.013,114,8,0,0,0,0,0,33,0.0172,0,4,1,390.76,NORMAL,0
TRAIN_P2169,0.5207,0.0746,176,8,0,0,0,0,0,31,0.2675,6,2,1,499.15,BRUTE_FORCE,1
TRAIN_P3036,0.0512,0.0678,2789,15,4,0,0,0,2,40,0.0536,22,8,3,570.1,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2917,0.0591,0.1273,2547,14,3,0,1,0,0,58,0.0512,22,6,3,454.2,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0232,0.0158,0.0188,154,7,1,0,0,0,0,40,0.019,0,2,1,303.2,NORMAL,0
TRAIN_P1553,0.0807,0.0179,199,8,0,0,0,0,0,32,0.0169,0,3,1,489.0,NORMAL,0
TRAIN_P3161,0.0802,0.1095,2935,13,1,14,5,0,3,74,0.0448,28,9,3,407.93,DATA_EXFILTRATION,1
TRAIN_P1968,0.0359,0.0195,206,10,0,0,0,0,0,5,0.01,0,2,1,230.49,NORMAL,0
TRAIN_P2006,0.0731,0.0275,180,7,0,0,0,0,0,12,0.009,0,3,1,253.98,NORMAL,0
TRAIN_P1564,0.0173,0.0214,122,7,1,0,0,0,0,22,0.022,0,4,1,495.0,NORMAL,0
TRAIN_P1331,0.0297,0.0267,123,9,0,0,0,0,0,9,0.0176,0,3,1,491.88,NORMAL,0
TRAIN_P3435,0.0131,0.0601,2384,11,2,0,0,6,5,57,0.0729,32,7,3,543.12,PRIVILEGE_ABUSE,1
TRAIN_P2026,0.0613,0.0246,157,10,0,0,0,0,0,24,0.005,0,3,1,434.25,NORMAL,0
TRAIN_P1993,0.0015,0.0212,137,8,0,0,0,0,0,34,0.018,0,1,1,271.81,NORMAL,0
TRAIN_P0105,0.05,0.0314,108,8,1,0,0,0,0,34,0.0134,0,3,1,180.0,NORMAL,0
TRAIN_P2674,0.1222,0.0867,369,15,5,0,0,0,1,60,0.0866,7,7,1,492.57,RECONNAISSANCE,1
TRAIN_P1950,0.0338,0.0233,81,10,0,0,0,0,0,28,0.0092,1,2,1,387.99,NORMAL,0
TRAIN_P1179,0.0405,0.0216,186,14,2,0,0,0,0,31,0.0131,0,5,2,347.31,NORMAL,0
TRAIN_P1458,0.0312,0.0159,129,7,0,0,0,0,0,23,0.0172,0,5,1,428.08,NORMAL,0
TRAIN_P1781,0.0573,0.0079,175,10,0,0,0,0,0,15,0.0116,0,5,1,287.82,NORMAL,0
TRAIN_P2660,0.0942,0.0832,376,16,9,0,0,0,0,63,0.0925,9,5,1,398.25,RECONNAISSANCE,1
TRAIN_P1243,0.0085,0.0208,132,10,0,0,0,0,0,41,0.0097,0,4,1,428.93,NORMAL,0
TRAIN_P2753,0.0533,0.1132,1889,11,3,0,1,0,1,63,0.0236,19,6,1,635.99,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2171,0.6108,0.0726,195,11,0,0,1,0,0,44,0.2477,7,5,1,579.22,BRUTE_FORCE,1
TRAIN_P2675,0.0511,0.0725,436,19,9,0,0,0,1,44,0.1273,15,4,1,426.91,RECONNAISSANCE,1
TRAIN_P1515,0.0,0.0171,184,11,1,0,0,0,0,16,0.015,0,4,1,298.8,NORMAL,0
TRAIN_P2182,0.4378,0.0815,155,9,0,0,0,0,0,18,0.2266,15,7,1,285.49,BRUTE_FORCE,1
TRAIN_P3421,0.0833,0.0633,1470,17,5,1,1,3,3,34,0.0653,28,5,2,431.32,PRIVILEGE_ABUSE,1
TRAIN_P3511,0.1124,0.0832,1832,17,3,0,1,4,2,58,0.0376,26,5,3,467.96,PRIVILEGE_ABUSE,1
TRAIN_P2479,0.05,0.0625,381,12,4,0,0,0,1,46,0.0601,5,3,2,575.11,RECONNAISSANCE,1
TRAIN_P1346,0.0692,0.0188,159,9,0,0,0,0,1,31,0.0165,0,3,1,354.09,NORMAL,0
TRAIN_P3028,0.0187,0.0621,2276,13,2,0,0,0,2,38,0.052,15,11,2,522.38,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0995,0.0208,0.0207,146,10,0,0,0,0,0,26,0.008,0,5,1,298.76,NORMAL,0
TRAIN_P0465,0.0499,0.0242,125,10,0,0,0,0,0,26,0.0151,0,4,1,337.79,NORMAL,0
TRAIN_P2829,0.0934,0.0597,2923,11,3,1,0,0,1,56,0.0215,22,7,3,546.52,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2408,0.5401,0.0608,124,9,0,0,0,0,0,40,0.2388,10,3,1,297.72,BRUTE_FORCE,1
TRAIN_P2896,0.0688,0.1094,2143,10,3,1,0,0,1,44,0.054,17,11,1,820.76,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1850,0.0399,0.0235,107,6,0,0,0,0,0,17,0.0146,0,2,1,512.04,NORMAL,0
TRAIN_P2289,0.4595,0.0855,234,10,0,0,0,0,0,45,0.3953,16,6,2,407.46,BRUTE_FORCE,1
TRAIN_P2689,0.1091,0.0415,351,18,11,0,0,0,1,35,0.1173,8,4,2,371.03,RECONNAISSANCE,1
TRAIN_P0213,0.0646,0.0284,172,7,0,0,0,0,0,37,0.0193,0,2,1,624.96,NORMAL,0
TRAIN_P1037,0.0675,0.0146,146,9,0,0,0,0,1,28,0.0158,0,3,1,333.48,NORMAL,0
TRAIN_P3483,0.0027,0.0681,1208,15,2,0,0,5,1,60,0.0876,20,12,3,572.47,PRIVILEGE_ABUSE,1
TRAIN_P0901,0.0279,0.0153,137,7,0,0,1,0,0,43,0.0215,0,7,1,413.94,NORMAL,0
TRAIN_P1362,0.0112,0.0263,170,9,0,0,0,0,0,16,0.0126,0,4,1,300.74,NORMAL,0
TRAIN_P1507,0.0337,0.0339,191,9,1,0,0,0,0,30,0.0151,0,4,1,238.35,NORMAL,0
TRAIN_P0742,0.0319,0.0241,54,7,0,0,0,0,0,26,0.0083,0,4,1,497.81,NORMAL,0
TRAIN_P3164,0.0752,0.1116,3210,12,1,15,6,0,2,62,0.0322,37,7,4,485.26,DATA_EXFILTRATION,1
TRAIN_P2793,0.0572,0.0733,2492,14,3,1,1,0,2,58,0.0458,21,3,2,625.15,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1861,0.0404,0.0241,112,6,0,0,0,0,0,34,0.0183,0,4,1,379.25,NORMAL,0
TRAIN_P0510,0.0579,0.0113,142,10,0,0,0,0,1,21,0.016,0,4,1,416.8,NORMAL,0
TRAIN_P0598,0.0444,0.0265,79,8,0,0,0,0,1,8,0.0091,0,5,1,209.14,NORMAL,0
TRAIN_P3213,0.0765,0.0544,3269,15,3,15,4,1,4,45,0.0755,37,9,4,795.49,DATA_EXFILTRATION,1
TRAIN_P0982,0.0188,0.0119,161,9,0,1,0,0,0,19,0.0167,0,4,1,490.96,NORMAL,0
TRAIN_P2409,0.7349,0.0551,111,11,1,0,0,0,0,26,0.2997,6,4,1,471.27,BRUTE_FORCE,1
TRAIN_P3168,0.0995,0.1381,3160,15,2,9,8,0,5,60,0.0412,25,10,3,626.66,DATA_EXFILTRATION,1
TRAIN_P0519,0.0447,0.0143,117,7,0,0,0,0,0,22,0.0133,0,3,1,376.68,NORMAL,0
TRAIN_P2650,0.1067,0.0751,431,13,5,0,0,0,0,49,0.0898,11,6,2,529.01,RECONNAISSANCE,1
TRAIN_P0768,0.0234,0.0234,124,8,0,0,0,0,0,18,0.0131,0,5,1,399.74,NORMAL,0
TRAIN_P2916,0.0386,0.086,1991,12,2,0,1,0,3,51,0.055,10,4,2,452.01,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0422,0.0134,0.0091,122,9,0,0,0,0,0,13,0.019,0,3,2,395.74,NORMAL,0
TRAIN_P0124,0.0253,0.0159,158,10,0,0,0,0,0,26,0.0132,0,3,1,313.68,NORMAL,0
TRAIN_P2259,0.4927,0.09,240,11,0,0,0,0,2,51,0.2963,16,4,1,510.89,BRUTE_FORCE,1
TRAIN_P2579,0.0777,0.0802,265,14,11,0,0,0,2,36,0.1398,13,5,3,525.89,RECONNAISSANCE,1
TRAIN_P0820,0.0022,0.0197,159,8,0,0,0,0,0,37,0.0124,0,2,1,253.11,NORMAL,0
TRAIN_P0101,0.045,0.02,134,9,1,0,0,0,0,29,0.018,0,3,1,319.54,NORMAL,0
TRAIN_P3165,0.0652,0.1271,3351,11,0,7,4,0,1,63,0.0464,31,8,3,882.2,DATA_EXFILTRATION,1
TRAIN_P3325,0.0981,0.1181,2713,12,0,12,7,0,4,65,0.0442,29,5,4,571.24,DATA_EXFILTRATION,1
TRAIN_P2747,0.0841,0.0574,1949,11,3,1,1,0,3,55,0.0366,20,9,3,528.21,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3145,0.0817,0.1424,3121,13,0,12,5,0,2,58,0.0291,45,4,2,595.58,DATA_EXFILTRATION,1
TRAIN_P1104,0.0684,0.0209,137,10,0,0,0,0,0,25,0.0141,0,4,1,268.09,NORMAL,0
TRAIN_P1352,0.0484,0.0189,224,6,0,0,0,0,0,17,0.0198,0,3,1,311.49,NORMAL,0
TRAIN_P2659,0.1156,0.11,258,16,7,0,0,0,2,50,0.097,12,6,2,501.36,RECONNAISSANCE,1
TRAIN_P2881,0.0545,0.0912,2428,12,3,0,1,0,1,53,0.0277,16,5,3,377.91,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1279,0.0642,0.0164,130,9,1,0,1,0,1,26,0.0075,0,4,1,264.15,NORMAL,0
TRAIN_P1962,0.0641,0.021,131,9,0,0,0,0,0,34,0.0048,0,4,1,338.69,NORMAL,0
TRAIN_P2953,0.0761,0.0826,2449,7,3,1,0,0,2,62,0.0295,16,4,3,697.26,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0983,0.023,0.0242,145,10,0,0,0,0,0,7,0.0194,0,1,1,490.85,NORMAL,0
TRAIN_P0457,0.0472,0.014,90,5,0,0,0,0,0,17,0.0122,0,2,1,430.21,NORMAL,0
TRAIN_P2703,0.0935,0.058,288,14,11,0,0,0,1,47,0.0707,11,3,2,406.5,RECONNAISSANCE,1
TRAIN_P3562,0.1218,0.113,1644,13,1,2,2,4,3,47,0.0763,11,11,4,320.5,PRIVILEGE_ABUSE,1
TRAIN_P0382,0.0429,0.0174,273,11,0,0,0,0,0,14,0.0172,0,4,1,429.11,NORMAL,0
TRAIN_P3355,0.1572,0.0683,1595,12,3,0,1,6,5,34,0.1165,16,9,2,552.31,PRIVILEGE_ABUSE,1
TRAIN_P2928,0.0809,0.0384,2390,14,3,0,1,0,1,75,0.0369,16,8,2,591.52,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3547,0.0532,0.0923,1812,15,6,0,1,7,6,51,0.0655,23,10,4,691.79,PRIVILEGE_ABUSE,1
TRAIN_P1011,0.0402,0.0226,85,7,0,0,0,0,0,30,0.0133,0,4,1,500.91,NORMAL,0
TRAIN_P3067,0.0247,0.1146,2354,13,3,1,1,0,1,44,0.0586,18,8,1,657.89,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2015,0.0563,0.0216,115,8,0,0,0,0,0,28,0.0195,0,1,1,485.84,NORMAL,0
TRAIN_P0663,0.0607,0.0248,195,8,0,0,0,0,0,17,0.0063,0,3,1,396.95,NORMAL,0
TRAIN_P2346,0.4607,0.0717,252,12,0,0,0,0,0,52,0.2924,10,4,1,388.45,BRUTE_FORCE,1
TRAIN_P3538,0.0844,0.0734,1683,10,2,2,0,6,3,28,0.1308,15,10,3,437.07,PRIVILEGE_ABUSE,1
TRAIN_P3260,0.0832,0.0777,2714,14,2,17,7,0,1,56,0.0115,40,7,2,631.91,DATA_EXFILTRATION,1
TRAIN_P2754,0.0685,0.0757,2442,14,4,2,0,0,0,30,0.0495,15,9,1,633.54,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2047,0.0317,0.0177,159,10,0,0,0,0,0,35,0.0193,0,3,1,422.57,NORMAL,0
TRAIN_P2821,0.077,0.1038,2585,13,3,1,1,0,1,63,0.0425,8,7,1,515.8,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2742,0.0382,0.0661,2769,13,4,1,2,0,1,69,0.0274,14,10,2,553.92,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1928,0.0205,0.0281,149,7,1,0,0,0,0,15,0.0098,0,4,1,275.35,NORMAL,0
TRAIN_P0846,0.0258,0.023,201,9,0,0,0,0,0,36,0.0053,0,2,1,308.38,NORMAL,0
TRAIN_P0543,0.0404,0.0143,147,7,0,0,0,0,1,32,0.0174,0,3,1,354.58,NORMAL,0
TRAIN_P1823,0.0224,0.0181,195,11,0,0,0,0,0,32,0.0178,0,5,2,407.13,NORMAL,0
TRAIN_P3186,0.0682,0.0852,3054,13,3,17,7,0,4,53,0.0273,32,9,3,703.75,DATA_EXFILTRATION,1
TRAIN_P2577,0.0544,0.0685,477,14,5,0,0,0,1,45,0.12,9,4,3,200.0,RECONNAISSANCE,1
TRAIN_P1197,0.0797,0.0151,87,7,0,0,0,0,1,28,0.0237,0,5,1,471.96,NORMAL,0
TRAIN_P1103,0.0698,0.0106,85,8,0,0,0,0,0,27,0.0173,0,3,1,364.67,NORMAL,0
TRAIN_P2420,0.6333,0.0703,115,9,1,0,0,0,0,37,0.2938,12,7,1,329.9,BRUTE_FORCE,1
